"","id","coment2","coment4","coment6","coment8","coment10","coment12","coment14","coment16","coment18","coment20","coment22","coment24","coment26","coment29","coment31"
"456",456,"La atención al cliente es pésima, el que pide las reserva literalmente nos echo como perro por su casa cuando nos hibamos . comida bien.","Mailia algo fuera de serie, lugar hermoso y delicioso, impresionada con este restaurante. Degustamos varios platos los cuales compartimos en familia, exquisito sabor, buenas cantidades. Hermoso emplatado, inmejorable atención.
Recomendado, para repetir y repetir.","Delicioso

Vine a una reunión de reencuentro con amigos del colegio y pedí una llanura de mariscos, un plato con queso azul champiñones muchos mariscos quede satisfecho, es un sitio para volver la música muy acorde al lugar, lo recomendó sin lugar a dudas.!","Vine después e mucho tiempo con unas amigas, el ambiente muy acogedor, la atención muy especial los meseros muy atentos, pedimos unos costeñitos de entrada que son perfectos para compartir y de plato fuerte un ceviche pasión con maracuya y coco deliciosisimo! , simplemente de...otro mundo. Recomiendo mucho este lugar! Espero volver prontoMás","Es una experiencia completa, un lugar mágico con una comida llena de sabor. Súper recomendado para volver","Aunque he visitado innumerables lugares, nunca había utiizd esta aplicación.
Después de darnos gusto, con tan exquisita comida, muy amablemente se 
 acercaron a preguntarnos. como nos pareció todo, a lo
 que respondimos juntos
 excelente.
Y aquí estoy dando las mejores referencias.
Pará muestra un botón....Les muestro mi plato.
Divino y deliciosoMás","Nos sabíamos de este lugar y fue sorprendente para todos.
Sobre todo que hay repostería y sanducheria al lado y salones de eventos en la misma cuadra.
Nos recibieron muy amablemente y me encantó enseguida porque tiene una terraza interna con juguetes para niños, y...esto hizo que mi hijito tuviera una velada, nada aburrida.
La comida deliciosa, todo, creo que a todos nos gustó y mucho, pedimos varios platos que compartimos.
Robalo almirante, salmón con naranja y romero, arroz de cangrejo y langostino y otros más. Que comida tan buena, con excelente sabor, presentación y buenas porciones.
Complementamos con un postre muy recomendado receta de la abuela, la escarlata de fresas algo del otro mundo, indescriptible.
Algunos muy dulces terminaron tomando más café y más postres en la repostería de al lado Nacho's Desserts, deliciosa también.
Prometo volver más a menudo y darlo a conocer.
Los meseros amables.
Calificación EXCELENTEMás","Pechuga rellena de espárragos.. 
Pero además con champiñones y almendras enmielados y sabor a champagne, delicia de sabores, con lo dulce, salado, crocante y suave que según mi criterio debe llevar cada plato.
Muy buena atención, un poquitín demorado, pero valió la pena la espera.","Escogimos el restaurante por haber sido fogón de oro varios años consecutivos Fuimos plan familiar 25pax pues mi prima recibía Grado por lo que previamente se había escogido el menú que por ser evento  era un menú diferente 
•Coctel de maracuya (cortesía de la casa...y debo decir que fue lo mejor de todo) 
•Entrada: antipasto de berenjena con pan árabe (Bueno) 
•Ensalada: de la casa (frutas que en nuestro caso fue melón Dulce, Lechuga crespa, y algo crocante que no estoy segura que fue pero estaba rica   
•Plato Fuerte: Arroz Saigoncito (arroz con vegetales al carbón, maíz tierno, tocineta y ajonjolí) debo decir que la  tocineta brilló por su ausencia, no la sentí ni en sabor ni la vi tampoco, los vegetales eran solamente pimentón verde y rojo en unos tamaños exageradamente grandes, a su vez el sabor era demasiado invasivo  para mi gusto y un total desatino (ojo que es mi gusto personal) 
Postre: Flan de Queso  muy normal no me lo comí
Valor del plato $ 43.000 
Que pesar que el recuerdo esta vez no fue bueno, ah el servicio no estuvo chevere dos comensales se quedaron sin postre le dijimos en dos ocasiones a los meseros y resulta que se habían acabado para solucionar cómo los platos ya estaban pagos y quedaban dos (personas que no fueron pero igual se pagaron los platos) sacaron los “para llevar” del papel aluminio y los emplataron nuevamente agregándole una cereza de topping, 
La cuenta se fue por un millón larguito hubiésemos ido a otro lado para resumir...No, no regreso. Lo único que puedo destacar en esta ocasión es que El sitio es hermosoMás","Es agradable el sitio y la comida es de buen sabor. No es apto para vegetarianos ya que no hay platos específicos... simplemente quitan la proteina en un par de platos.",NA,NA,NA,NA,NA
"457",457,"Excelente comida. Sabor ùnico libanès. Muy recomendado para todo el que viene de visita de otra ciudad","Delicioso, restaurante árabe, gran variedad de platos, cómodo, muy buena atención de los meseros.
Los platos son grandes, es posible compartir.","La comida es exquisita. Pero sabiendo las problemáticas actuales del mundo. Deberían preguntar al cliente si quiere y/o necesita pitillo para su bebida. No servir todas las bebidas con este elemento que mata animales por segundo.","Es un restaurante agradable y tradicional de la ciudad de Barranquilla.  La comida es muy buena en asados y comida arabe.  Buena atención por parte de los meseros","En general los platos muy ricos, la berenjena rellena tenia muy poco sabor. Pero lo que más nos disgustó fue la actitud de una de las personas de administración que empujó a la señora mayor con bastón por cuidar una mesa, ni se enteró que...había empujado a una cliente.Más","El plato vegetariano es muy bueno. La comida es buena y los postres también. Podrian hacer mas ofertas vegetarianas.","Disfrute en ese restaurante una noche mágica con mi esposo pasamos un buen momento buena comida una deliciosa sangría es muy bueno queremos regresar otra vez","Una experiencia única de sabores del Líbano con una atención inmejorable: nos contaron incluso qué eran los dátiles con historia incluída! 

Recomendación especial: Mixto Sarab y Jugo de dátiles.","La versión del platillo mixto fue una excelente experiencia gastronómica. Además el ambiente es muy agradable y la atención muy buena.","Es la mejor comida árabe de Barranquilla. Excelente servicio. Variedad. Exclusivo. Bien ubicado. Servicio a domicilio.",NA,NA,NA,NA,NA
"458",458,"Que tristeza que el ""mejor"" restaurante de postres de Barranquilla sea un restaurante bogotano... pero bueno, lo más triste es q el servicio sea tan malo, se puede sentar y esperar un rato largo antes de que siquiera se enteren que no lo han atendido...","Este restaurante al igual que todos los locales de esta cadena, son una buena alternativa para comer excelentes ensaladas, crepes y postres, de buena calidad y precios razonables","Esta cadena de restaurantes colombianos es un lugar para comer rico, ensaladas, waffles, crepes, comida sencilla pero rica y económica, siempre es buena elección para grandes y chicos porque ofrece muchas opciones.
El servicio no es muy rápido pero no es tan largo como un...restaurante a mantel.
Tiene opciones para vegetarianos y para veganos.Más","El mejor de los helados, la mejor atención. El mejor de los servicios.
Sin lugar a duda cada visita a crepes es fantástica, la variedad de sabores y platillos me hacen querer volver siempre. 
Super recomendado, la atención siempre es fantástica","La. Comida es buena y las. Instalaciones pero el servicio es super Malooooo no vale La Pena ya que cuando uno va sale De  Hay de. Mal genio las. Meseras totalmente distraídas conversando en las esquinas y no traen las bebidas si no hasta que...uno ha terminado de comerMás","Tengo ratos que no visito este Excelente Restaurante. Cuando voy a Bogotá, es tanta la gente que lo visita que toca hacer filas para ingresar.","La comida es deliciosa, las instalaciones son agradables y cómodas. Sin embargo la atención es pésima, el pedido se demora como mínima 40 minutos en llegar a la mesa, a si mismo cuando pides la cuenta se demoran en entregarla.","Lastima cómo ha decaído este lugar, sillas y mesas en mal estado, menú sucios y viejos, atención lenta y demorado, a pesar que el lugar está vacío. En cuando a los platos no son consistentes, cambian mucho de un local a otro. Por lo general...los ingredientes están frescos, el sabor un poco regular. Este Restaurante inicio como una opción saludable y ligera pero no han sacado nuevos platos, se han estancados. Ojalá se puedan reinventar, porque cuando iniciaron eran muy buenos, se destacaban por platos de muy buena cálidad, con buen sabor a precios muy económicos. El crepés de pollo thai era muy bueno. Aceptan pagos con tarjeta o efectivo. Muy buena opción para almorzar o comer. Por ahora no creo que regrese.Más","Cómo siempre... una excelente opción entre sabor y precio... es un lugar al que uno vuelve una y otra vez y jamás le irá mal","Muy raro encontrar un local que se aparte de la línea de excelencia que caracteriza a esta exitosa cadena. Este tiene serios problemas con el servicio: grandes demoras en la toma y proceso de los pedidos, en su llegada a la mesa y en el...trámite de la cuenta (mucha gente opta por acudir directamente a la caja). Urge quizás un reentrenamiento del grupo.Más",NA,NA,NA,NA,NA
"459",459,"Muy recomendado El Rizzoto de  lomo salteado y la comida peruana es exquisita ! 
Recomendado por la música en vivo los fines de semana !","Tambien cabe resaltar el excelente servicio de Antonio quien nos hizo sentir como clientes antiguos,pues nos llevo de la mano con un Menu que solo conciamos por una amiga Peruana,ls sugerencias fueron acertadas","Para una amante de la comida peruana este es el lugar indicado. Toda su comida además de ser deliciosa, es el fiel reflejo de la gastronomía del Perú. Aunque sus precios son un poco altos y el servicio demorado, vale la espera.","Muy buena atención de los meseros, el lugar cuenta con grupo musical en vivo que ameniza tu estadía en el lugar. La comida exquisita y si eres amante de los postres te recomiendo el suspiro Limeño","Servicio pessimo!!! Una hora para un Aroz de Lomo! Una verguenza..pan en la mesa que tampoco en estrado 1 se encuentra.","En varias ocasiones he pedido domicilios a este restaurante y me encanta la cosina de ellos, los sabores los cócteles la mixtura a la parrilla y la atención del personal es excelente.

En días pasado un domingo los quise visitar y a las 6 de...la tarde ya estaban cerrados, lo que me dejó algo perplejo ya que por lo regular los fines de semana es cuando se puede sacar el tiempo para disfrutar de este tipo de lugares pero si hablamos de la comida es DELICIOSA

RecomendadoMás","Ambiente maravilloso para celebrar en pareja, especial lugar mágico inolvidable, parrillada de mariscos exquisita, súmale una causa limeña y un ceviche, no olvides un risotto y volverás siempre mil veces más","Excelente en todo, bellísimo lugar, han mantenido su buena cocina por todos estos años, todo un logro","Me gusta!! El ambiente, la comida, la música todo. Para un plan romántico y de conquista, como pedir matrimonio. Nosotros celebramos 5 años de casados.","Que buen lugar para celebrar una ocasion especial, el ambiente es acojedor, la atencion de su personal es inigualable, desde que llegas estan pendientes de todos los detalles, la musica en vivo muy agradable. Nos dieron entraditas de cortesia, los platos fuertes y postres estuvieron...deliciososMás",NA,NA,NA,NA,NA
"460",460,"Restaurante Brusheta ! Comida italiana!! La mejor que he comido 
Un ambiente agradable y hermosa terraza , me pareció que muy solo para la calidad, el de al frente lleno y este que es mejor solo? No entiendo, lo recomendamos éramos 16","Una variedad de sabores y todo bien hecho.  Recomiendo ir en grupo y hacer tu pedido con varios platos que permiten a todo desgustar todos sus sabores.  La burata el risoto y las lasagnas son excelentes Buen provecho!","Después de mucho tiempo , regresar a comer unas buenas pastas y disfrutar el ambiente italiano deNena Lela   Sabor inigualable, después de muchos años el sabor permanece intacto","En le opinion de este Extranjero Italiano no he comido mejor Ravioli Neopolitano que lo de aqui. Les inviten a comer aqui tanto como yo, las bebidas naturales son igual","Excelente, comida Italiana Natural como debe ser. La Bondiola estaba espectacular! Es la tercera vez que vengo y también 100 puntos!","Ambiente muy agradable con una excelente atención del personal. La comida inmejorable, realmente muy buenas opciones de comida Italiana en Barranquilla. Nos habían recomendado el restaurante y la realidad supero nuestra expectativa. Muy recomendado.","Excelente spaghetti napolitana.
Me encantaron los pequeños detalles como el pan para acompañar mi almuerzo.
Volveré","Esto es tu FAN Senor Mancini, me gustaria hacer reservaciones para el 21 de Frebrero. Me gustaria introducirles a Una Verdadera Angel, Se llama Vanessa. Ella es parte de nuestra Familia Barranquerra.","La mejor pasta de Barranquilla!! Atención y lugar increíbles, tiene variados platos que se puede combinar con un exquisito vino!!! Recomendadisimo!!!!","Muy buen lugar para degustar la mesa Italiana en Barranquilla, platos acordes y buen ambiente para ir en pareja o grupo de amigos.",NA,NA,NA,NA,NA
"461",461,"Me encanta la comida de este lugar. Su servicio es muy bueno. Recomendado él risotto con tinta de calamar. Nos encantó comer aquí y repetiría.","siempre es una buena opción para comer. Esta vez fueron (risotto y pastas); aunque su menú es ✔️
> parqueadero (muy mal...)
> recomiendo reservar.","Me decidí por la pizza de queso y aceite de trufa, la cual puedo decir estaba bien buena, si no quiere ir al Buenavista donde esta nenalela, esta pizza es la mejor opción","Voy a otros sitios de comida italiana y termino regresando a este lugar. Super recomendado todo. Los raviolis son de mis comidas favoritas, tambien tienen pescados una carta interesante.","Cualquier plato que escojas te va súper bien , la mejor comida italiana en barranquilla , buena cantidad y muy buenos precios","Igual a Porthos y mejor que Lasagna House en Houston Tejas, los Raviolis son BACANISMO. Puedo recomendar cual quiere cosa en el Menu","Reconocimiento y trayectoria que se hacen cuestionables cuando después de una reservación confirmada , te niegan atención . 
Recomendación no tramiten su reserva vía web , o redes sociales, ya que el restaurante hace caso omiso a ello .","Excelente lugar, deliciosa la comida en especial las lasañas, son exquisitas, ambiente acogedor, ubicado en una muy buena zona. Lo unico que me disgusta es que es un poco pequeño, lo demas es excelente.","Deliciosa comida italiana, atención excelente, y precios razonables, el ambiente y la decoración es muy acogedora, lo encomiendo","Excelente la pasta rellena y la lasagna... deliciosa la barra de antipasti... refrescante carta de bebidas...",NA,NA,NA,NA,NA
"462",462,"Me gusta en general el lugar, recomendado para visitar sol@ ,con familia y amigos, buena atención,buena comida en especial en la sede principal ... En otras sedes aún falta mejorar la comida,la cual es buena pero el sabor varía. precios accesibles desde 20 mil... Me...encanta los cócteles:margaritas,piña colada, sangría...Eso sí ,solo en la principal, en sedes alternas aún falta mejorar la preparación..me gusta la promo de 2x1... la atención en todas las sedes es buena...Más","La comida tiene buen sabor, hay variedad en el menú y flexibilidad para preparación de las pizzas. Las pizzas no salieron con buena temperatura... por mejorar. El servicio excelente y con buenos precios!","Después de una hora de espera nos dijeron que al cocinero se le habia olvidado la orden. Que nos tocaria por lo menos esperar 30 mins adicionales. Esto a cambio de nada. La comida tampoco vale la espera","Este es un lugar siempre como buena opción para compartir una pizza con amigos aunque aveces esta muy lento el servicio y como se llena tanto","Las pizzas personales son grandes y de buen sabor. La atención es buena. La limonada de coco un poco dulce.","Es para mi una de las mejores pizzerias de Barranquilla, su variedad, la atención, combinaciones de ingredientes y atención hace que sea un lugar que recomiendo ampliamente.
No dejen de visitarlo","Hay gran variedad de pizzas, de un sabor exquisito!!! Recomendadisimo!!! No pueden dejar de visitar!!","Deliciosas pizzas, buen ambiente, buenas bebidas y postres! Excelente para ir con amigos a comer unas buenas pizzas y tomar algo...","Una pizza de buena calidad y gran variedad, una atención adecuada, como comida rápida es un buen sitio","Buena pizza, recomiendo la diavola, buenos sabores y buena atención!!! Esta ubicado en una buena zona!!!",NA,NA,NA,NA,NA
"463",463,"Excelentes pizzas y servicio! fuimos por primera vez y nos encantó. ¡Definitivamente regresaremos!!!","El lugar es acogedor la comida es rica, las pizzas y las pastas frescas son de mis platos favoritos, muchos productos frescos deliciosos.","El sitio es ESPECTACULAR!!! Te atienden super bien. La comida deliciosa y abundante. La CAVA, lo mejor para una reunión de amigos intima y reservada.","Algo sucedió pero el restaurante sigue sin ser el mismo de hace un par de años, sin embargo las entradas estuvieron muy buenas, la burrata y el portobelo. La Pastas estuvieron normales pero las carnes desastrosas,  las pedimos 3/4 y vinieron quemadas, me tocó devolver...una de ellas pies eran casi un carbón.

Lo peor unos vasos mál lavados... Terrible.

Lastima que hayan desmejorado, era un muy buen restauranteMás","Probé la pizza. Buenísima. Recomendada. Restaurante cómodo y amplio . Bien ubicado. También venden pastas.","Súper recomendado el restaurante,  la comida deliciosa, buena música y fina atención de Miranda y Ricardo.","Me ha gustado mucho Quattro. La comida es buona, la attenzione es amable como dicen em barranquilla tiene las 3 b. Lo raccomando 100%.","Excelente servicio, carta, bebidas y sobre todo la atención del personal... el mejor lugar para comer hasta el día de hoy en Barranquilla","lo mejor la piza de jamon , delgada y tostada , con los mejores ingredientes , volveria sin pensarlo","El lugar es muy bonito y tiene un buen ambiente.
La comida es buena, aunque no espectacular. La sangría sabía a almíbar de cereza, pedimos una pasta al pesto que tenía muy poca salsa. La pizza margarita tenía una salsa con poco sabor, aunque la...masa tiene buena textura.
El personal es muy amable y atento.Más",NA,NA,NA,NA,NA
"464",464,"Una gran idea con un provocativo menu  al compás de 6 empleados desinteresados sin soluciones asertivas que a la hora de justificar que no hay proteínas se excusan en la limpieza del  horno y una afanada cajera cuya prioridad es cerrar caja. De fondo una...buena música que debes aprender a mezclarla  con un vallenato festivo que sale de la cocina. De los 6 empleados 1 barre permanentemente y los otros 5 distraídos en una conversación amena. Cubiertos sucios. 😔😔😔 No conozco a el dueño pero siento dolor de empresario. Ojo, solo califico servicio y atención, ya que los platos que llamaron mi atención no los pude probar. Disponen un personal para el servicio y lo último que piensa dicho personal es la impresión que se llevará el comensal.Más","Muy buena sazón, la Pechuga a las Finas Hierbas buena porción y arroz salvaje, la ensalada con una buen aderezo de frutos rojos","Definitivamente una opción deliciosa a la hora de comer saludable... los ingredientes... las manos mágicas que preparan todo... el lugar... la atención súper! Díganme uds donde han visto un helado de carbón activado??? Donde???? Y que sepa deliiiiii fue lo mejorttttt","Excelente y variado menú, desayuno, lunch o comida, muy buen sabor y calidad 100% recomendado , buena atención y una presentación de los platos original","Buenas opciones para cenar y comer saludable. En esta oportunidad se ordenó pizza con croquetas de garbanzo. La masa súper crocante y liviana. Para volver.","comida sana como en casa , excelente sabor  , precios  cómodo.
familiar , sitio con buen ambiente ....","Se ha convertido en mi restaurante favorito éste año. Es una excelente opción para quienes acostumbramos a llevar un estilo de vida saludable. Cada plato que he probado es único. 
He probado todos sus bowls, ensaladas, wraps. Recientemente probé unas tostadas integrales con salmón deliciosas,...una excelente opción para desayunos y cenas. 

La atención es muy genial y el costo es adecuado.Más","Súper recomendados los desayunos sobre todo las arepas de yuca, son deliciosas y súper grandes alcanzan hasta para dos personas una sola, abren desde muy temprano y los precios son súper asequibles.","excelente ubicacion buen ambiente comida sana y deliciosa lo unico que nos incomodo un poco fue en la demora del servicio","Un buen restaurante para comer saludable,  tiene platos para veganos además ofrece pizzas, hamburguesas, wrap y platos fuertes. Ingredientes frescos con muy buena combinación de sabores. Precios dentro de lo normal, personal amable, atento y con servicio a la mesa.  Tiempo de espera entre 15...a 30 mn. Recomendado los Wrap  mediterráneo con adición de pollo o el Makhum con falafel.Más",NA,NA,NA,NA,NA
"465",465,"Hola a todos:
Les recomiendo el Huerto, restaurante, platos vegetarianos/también veganos dichosos y preparados con gran eficiencia gastronómica.
Atentamente,
Francisca Gallardo","Linda casa en Barranquilla es la sede de uno de los restaurantes vegetarianos mejor calificados. Platos del día frescos a pesar de lo difícil que debe ser tener un  tofu atomatado en el calor y humedad de la zona. Porciones muy grandes para mi pero...balanceados con sabores equilibrados aunque estaba en búsqueda de platos más tradicionales fruto de la fusión de inmigrantes árabes. Faltaron platos más colombianos. Probamos una torta de chocolate con la textura que le da la harina de arroz, buen sabor pero podrían hacerla más húmeda.muy buena atención y sitio muy agradable y limpio.Más","Es una rica opción para si buscan un almuerzo rápido y sano en el sector. Tienen un menu del dia variado con cremas/sopas ricas. Los precios son moderados, y también tienen una sección para comprar productos vegetarianos para llevar a casa. Recomendado.","Según mi madre, hace unos años el menú era mejor. Fuí por primera vez hace unos días u y el menú era muy pobre. Poca comida, exceso de carbohidratos, ensalada con pocos vegetales, pocas opciones de bebidas junto con el menú. El mesero poco amable....No regreso.Más","Tratando de comer sano, recurri una vez más al huerto, su comida es saludable y de buen sabor.
Los precios son muy económicos. Los menús para almuerzos variados y bien servido.
Poco a poco le han ido dando un vuelco al lugar, mejorando su decoración,...siempre voy o pido a domicilio. mantienen su calidad!
👌👌👌👌Más","Muy ricos los almuerzos del día. Bastante económicos, la atención es buena y el restaurante es acogedor. Las sopas de verduras que vienen con el almuerzos son muy ricas;
En general todas los platos muy buenos. 

Recomendado!","comida con ingredientes muy sanos, especial para personas vegetarianas o con algunos problemas de salud  que requieran ese tipo de alimentacion. comida muy sabrosa, variada y unos jugos deliciosos.","Atención pésima a mi parecer, la sopa de verduras me quede aterrada del precio y de lo que me sirvieron y como me lo sirvieron, realmente si es un lugar de comida vegana y vegetaria está a años luz de cualquier establecimiento que brinda alimentos....Muy decepcionada del lugar.Más","Muy económico y casero, variados menús, se sale satisfecho y feliz del lugar. Cada vez que venga a Barranquilla lo tendré como primera opción a la hora del almuerzo.","Siempre es un excelente lugar para desayunar, almorzar y cenar saludablemente sin remordimientos y muy rico. Ademas de ser un restaurante es un ""mini market de comida saludable"" pueden encontrar pan 100% integral, pasta 100%, quinoa, quinoa inflada, pasta de arroz, entre otros productos para...tu cocina saludable y deliciosa. yo lo recomiendo mucho para las personas que les gusta cuidarse pero comiendo muy sabroso.Más",NA,NA,NA,NA,NA
"466",466,"Quede maravillada, encantada, satisfecha y feliz... Super Atención de un Chico Fernando, Magnificas recomendaciones de la carta. De los mejores lugares que he asistido. Ademas el costo beneficio maravilloso, éramos 6 personas y un niño y la verdad siento que no fue costoso para nada.","Hace un tiempo opiné que era la mejor cocina de Barranquilla, Hoy, después de probar muchas nuevas experiencias en la misma ciudad sigo con la misma opinion sobre su cocina pero ahora opino acerca de su servicio el cual es el mejor servicio Internacionalmente. la...verdad una experiencia insuperable..Más","Probé la PIZZA CILIENGINE y me fue bien... no me mató pero en general se compensa con el resto de platos que he probado en ese restaurante","Atendimos clientes extranjeros y nos dieron un reservado. En el restaurante se celebraba un cumpleaños y había música en vivo, que se alcanzaba a escuchar tenuemente lo que le dio un encanto especial a nuestra reunión. El servicio estupendo, la comida deliciosa fue servida en...tiempo perfecto. Nos quedaron ""debiendo"" la entrada de carimañola de ñame con queso azul porque el ñame sucreño está escaso.Más","Cada vez que voy me enamoro más de la carta! El servicio es excelente, el lugar es supremamente agradable, el ambiente divertido y la decoración perfecta para tomarse fotos. La relación calidad-precios es perfecta. No es para nada costoso y probamos una sangria deliciosa! La...pasta Grana Padanno (alla Ruota) la recomiendo a ojo cerrado. Me encanta! Siempre feliz de volver. Son los mejores!!!Más","La comida muy rico, buen ambiente y buena atencion al cliente. Las pastas excelente. Lo que falta para llegar a un 5/5 es que la sambuca no es original de Italia y lo sirven con más de los 3 granos de café. Pero la comida...y atencion si 5/5.Más","Muy buen restaurante con buenas instalaciones y excelente servicio.. la carta es amplia y te permite muy buenas opciones. En nuestro caso fuimos 4 personas y pedimos varias entradas y platos fuertes para compartir. El emplatado y la presentación de la comida es espectacular!!! El...sabor de los platos es muy bueno sin ser excelente... es un buen sitio para visitarMás","Es un restaurante con un ambiente acogedor , los meseros atentos y serviciales , todos los platos que pedimos estaba demasiado deliciosos , súper recomendado , ah y el postre mundial","Desde nuestra llegada a Barranquilla este lugar nos a brindado lo mejor en calidad de atención y servicio, y sobre todo nos brinda cariño en nuestras visitas!!!
Siempre están innovando, buscando nuevos platos, y muchas veces hemos sido los primeros en probar esos bocados.
Especial...mención para la amabilidad y cordialidad del personal, y más destacado a los que han llegado de otros países y aprovechan la oportunidad de ser serviciales mostrando que si se puede!!!!
QUE SIGAN LOS ÉXITOS 
GRACIAS POR TODOMás","Execelte noche. Comida exquisita. ","Hola! Muchas gracias por visitarnos y compartir su experiencia. Valoramos mucho sus comentarios y nos anima a continuar trabajando xa llevar nuestra propuesta a muchas personas mas. 🙏🏻 Bienvenidos siempre!",NA,NA,NA,NA
"467",467,"La Piazzeta es la opción indicada para cualquier amante de la comida italiana. No dudes en probar distintos platos porque todo lo que se consumo ahí no baja de ""delicioso"". No obstante, el aforo es alto y por lo tanto, la demora es mucha. Recomiendo...siempre llegar máximo una hora después del momento de apertura.Más","Este lugar es de lo maximo que existe,es un elixir a tu paladar esas cómodas espectaculares.
Uff me fascinan sobre todo lad pastas y los antipastos.
Con un un buen tinto verano OMG!!!
No se pueden perder de ese maravilloso lugar,querrás volver pronto.","Me encanta!! Que delicia todos los platos que pedimos, se nota la dedicación a la hora de preparar la comida 😍","Ordenamos un pulpo al carbón de entrada de horrible sabor 60.000 pesos más caro que un plato en cualquier lugar, demasiado horrible un robo pésimo sabor","Fui con mi esposa y una amiga recomendado por varias personas. Al llegar, meseros en desorden que noel servicio al cliente  lo tienen en la zuela del zapato. En cualquier día y a cualquier hora, este lleno o vacío, se dignan a hacerte esperar más...de 40 minutos para que te ubiquen, te atiendan, te tomen el pedido y una vez pedida la comida, hasta hora y media en recibirla para poderla comer con el riesgo de que llegue como no la pediste. La atención, no es mala, es perversa. La comida, buen sabor, pero por el mismo desorden de los meseros, con altas probabilidades de llegar fría, lo cual termina siendo desagradable y un factor en contra. Al final hasta para cobrar son lentos, la cuenta. Más de 3 veces al pedir la cuenta. Caro, partiendo de la porquería de servicio al cliente que tienen y de la frialdad de la comida al recibir, además de no recibir la orden que es. Demasiado sobrevalorado. Con el valor de esa cuenta, puedes comer en Cartagena en un mejor restaurante, pagas la comida, la gasolina, los peajes y te queda plata. NO SE RECOMIENDA EN NINGUNA INSTANCIA.Más","Pedimos una entrada de carpaccio de pulpo, muy normal... y costosa.
Dos pizzas con masa dura, un sabor muy regular y extremadamente cara para lo que es. Un servicio regular, no tiene buen local","Llevo 15 minutos esperando ser ubicado.  Posteriormente ubicado llevo 20 minutos esperando y no ha llegado el mesero.  La comida es buena la atención es muy regular y deficiente","Este es un sitio de comida deliciosa en Barranquilla , deliciosos sabores italianos . Muy recomendado si quieres comer bien pero no esperas un buen servicio ni un sitio hermoso. Los meseros son lentos y con pésima actitud.

Igual lo recomiendo, ojalá los dueños hagan...algo.Más","Vinimos porque nos llamaba la atención ya que es un restaurante situado enfrente de la catedral y nos pareció interesante el lugar. 
La comida, sin más.
Ahora bien, los camareros son HORRIBLES. Pedimos pizzas con ingredientes adicionales y nos dijo el camarero que no se...podía añadir ningún ingrediente, que al cocinero no le gustaba añadir ingredientes (???) . Nos indignamos y le preguntamos a otro camarero y nos dijo que sí , que si que se podía. El camarero educación 0. Nos trajo antes las pizzas que el agua. No sonríen, no son agradables.. no nos ha gustado para nada. Y la comida pues sin más la verdad. No lo recomiendo para nada.Más","Hoy tuve una experiencia de esas que te dejan sentimientos encontrados. No conocía el lugar, pero por recomendación de varios amigos decidimos ir allí. Yo llegué primero y entré al primer piso donde solo hay 2 mesas, nadie te atiende, así que me senté. Justo...a los minutos llego un mesero y dio la bienvenida, le dije que estaba esperando a alguien. Me pregunta que si deseo subir o quedarme abajo, así que decidí subir dada la recomendación. Una vez arriba, te recibe un olor a incienso de sándalo bastante penetrante, (que está bien para un almacén de ropa, pero no para un restaurant), igual me senté en la mesa más alejada del incienso. Estuve 20 minutos en el lugar esperando a mi prima, en los 20 minutos pedí 3 veces a 3 meseros diferentes la carta, para algo de tomar mientras esperaba, nunca nadie atendió a mi solicitud (y solo habían 4 mesas en el momento), los meseros todos mirandome desde la barra y ninguno se acercaba. Incluso, atendieron a otras mesas que llegaron después antes que a mí. Luego cuando llegó mi prima y se dignaron a atendernos, un mesero se acercó nos trajo la carta, por fin trajeron las bebidas, empezó a tomar el pedido y se fue. Entonces el dueño o administrador, (que se yo) continuó tomando el pedido. Me toma el pedido a mí, luego mi prima le pidió una aclaración sobre algo de la carta y le dice a este señor: ""es que es la primera vez que vengo, entonces no sé muy bien"" y el señor viene y le contesta en un tono bastante irónico: ""si, yo sé"". Duramos el resto de hora tratando de entender si estar allí era algo bueno o malo para él y para el resto del servicio del restaurant, pues la calidad del servicio al cliente fue bastante deficiente. Se les olvidó la bebida de mi prima, tocó pedir 2 veces la cuenta. En cuanto a la comida, a mí gusto personal, el risotto de quesos que era sobre lo que más tenía expectativas dadas las recomendaciones, demasiado fuerte el sabor y un poco sobrecocido el arroz (no estaba rico), la pasta estaba ok. Tiempo de espera para la comida estuvo normal, aprox 20min. Las porciones son bastante grandes.Más",NA,NA,NA,NA,NA
